year;permanent_residents;permanent_residents_value;median_age;Lytis_Moterys;Lytis_Vyrai;population_density;population_density_measure;population_density_value;useful_area;useful_area_measure;useful_area_value;average_housing;average_housing_measure;average_housing_value;neto_migration;neto_migration_measure;neto_migration_value;unemployment;unemployment_measure;unemployment_value;country;area;district;municipality
2001;Nuolatinių gyventojų skaičius metų pradžioje;42511.0;Medianinis gyventojų amžius metų pradžioje;42.0;36.0;Gyventojų tankis metų pradžioje;viename km²;23.5;Naudingasis plotas, tenkantis vienam gyventojui;m²;29.3;Vidutinis būsto dydis;m²;65.6;Neto migracija;asmenys;-313.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;14.5;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Panevėžio apskritis;Rokiškio r. sav.
2002;Nuolatinių gyventojų skaičius metų pradžioje;41888.0;Medianinis gyventojų amžius metų pradžioje;42.0;37.0;Gyventojų tankis metų pradžioje;viename km²;23.2;Naudingasis plotas, tenkantis vienam gyventojui;m²;29.6;Vidutinis būsto dydis;m²;65.6;Neto migracija;asmenys;-147.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;14.0;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Panevėžio apskritis;Rokiškio r. sav.
2003;Nuolatinių gyventojų skaičius metų pradžioje;41434.0;Medianinis gyventojų amžius metų pradžioje;43.0;37.0;Gyventojų tankis metų pradžioje;viename km²;22.9;Naudingasis plotas, tenkantis vienam gyventojui;m²;30.2;Vidutinis būsto dydis;m²;65.6;Neto migracija;asmenys;-229.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;11.8;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Panevėžio apskritis;Rokiškio r. sav.
2004;Nuolatinių gyventojų skaičius metų pradžioje;40832.0;Medianinis gyventojų amžius metų pradžioje;44.0;38.0;Gyventojų tankis metų pradžioje;viename km²;22.6;Naudingasis plotas, tenkantis vienam gyventojui;m²;30.8;Vidutinis būsto dydis;m²;65.6;Neto migracija;asmenys;-399.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;12.5;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Panevėžio apskritis;Rokiškio r. sav.
2005;Nuolatinių gyventojų skaičius metų pradžioje;40097.0;Medianinis gyventojų amžius metų pradžioje;44.0;38.0;Gyventojų tankis metų pradžioje;viename km²;22.2;Naudingasis plotas, tenkantis vienam gyventojui;m²;31.6;Vidutinis būsto dydis;m²;65.7;Neto migracija;asmenys;-567.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;9.9;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Panevėžio apskritis;Rokiškio r. sav.
2006;Nuolatinių gyventojų skaičius metų pradžioje;39098.0;Medianinis gyventojų amžius metų pradžioje;45.0;39.0;Gyventojų tankis metų pradžioje;viename km²;21.6;Naudingasis plotas, tenkantis vienam gyventojui;m²;33.0;Vidutinis būsto dydis;m²;65.8;Neto migracija;asmenys;-433.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;6.8;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Panevėžio apskritis;Rokiškio r. sav.
2007;Nuolatinių gyventojų skaičius metų pradžioje;38309.0;Medianinis gyventojų amžius metų pradžioje;45.0;39.0;Gyventojų tankis metų pradžioje;viename km²;21.2;Naudingasis plotas, tenkantis vienam gyventojui;m²;33.7;Vidutinis būsto dydis;m²;65.7;Neto migracija;asmenys;-347.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;6.2;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Panevėžio apskritis;Rokiškio r. sav.
2008;Nuolatinių gyventojų skaičius metų pradžioje;37549.0;Medianinis gyventojų amžius metų pradžioje;46.0;40.0;Gyventojų tankis metų pradžioje;viename km²;20.8;Naudingasis plotas, tenkantis vienam gyventojui;m²;33.7;Vidutinis būsto dydis;m²;66.1;Neto migracija;asmenys;-377.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;5.5;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Panevėžio apskritis;Rokiškio r. sav.
2009;Nuolatinių gyventojų skaičius metų pradžioje;36768.0;Medianinis gyventojų amžius metų pradžioje;46.0;40.0;Gyventojų tankis metų pradžioje;viename km²;20.3;Naudingasis plotas, tenkantis vienam gyventojui;m²;32.4;Vidutinis būsto dydis;m²;67.4;Neto migracija;asmenys;-398.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;11.2;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Panevėžio apskritis;Rokiškio r. sav.
2010;Nuolatinių gyventojų skaičius metų pradžioje;35993.0;Medianinis gyventojų amžius metų pradžioje;47.0;40.0;Gyventojų tankis metų pradžioje;viename km²;19.9;Naudingasis plotas, tenkantis vienam gyventojui;m²;33.3;Vidutinis būsto dydis;m²;67.4;Neto migracija;asmenys;-687.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;17.2;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Panevėžio apskritis;Rokiškio r. sav.
2011;Nuolatinių gyventojų skaičius metų pradžioje;35022.0;Medianinis gyventojų amžius metų pradžioje;48.0;41.0;Gyventojų tankis metų pradžioje;viename km²;19.4;Naudingasis plotas, tenkantis vienam gyventojui;m²;34.6;Vidutinis būsto dydis;m²;67.7;Neto migracija;asmenys;-438.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;13.6;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Panevėžio apskritis;Rokiškio r. sav.
2012;Nuolatinių gyventojų skaičius metų pradžioje;34218.0;Medianinis gyventojų amžius metų pradžioje;48.0;42.0;Gyventojų tankis metų pradžioje;viename km²;18.9;Naudingasis plotas, tenkantis vienam gyventojui;m²;35.5;Vidutinis būsto dydis;m²;67.7;Neto migracija;asmenys;-406.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;12.8;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Panevėžio apskritis;Rokiškio r. sav.
2013;Nuolatinių gyventojų skaičius metų pradžioje;33434.0;Medianinis gyventojų amžius metų pradžioje;49.0;42.0;Gyventojų tankis metų pradžioje;viename km²;18.5;Naudingasis plotas, tenkantis vienam gyventojui;m²;36.2;Vidutinis būsto dydis;m²;67.7;Neto migracija;asmenys;-320.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;12.9;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Panevėžio apskritis;Rokiškio r. sav.
2014;Nuolatinių gyventojų skaičius metų pradžioje;32748.0;Medianinis gyventojų amžius metų pradžioje;50.0;43.0;Gyventojų tankis metų pradžioje;viename km²;18.1;Naudingasis plotas, tenkantis vienam gyventojui;m²;37.6;Vidutinis būsto dydis;m²;68.2;Neto migracija;asmenys;-199.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;12.4;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Panevėžio apskritis;Rokiškio r. sav.
2015;Nuolatinių gyventojų skaičius metų pradžioje;32191.0;Medianinis gyventojų amžius metų pradžioje;50.0;43.0;Gyventojų tankis metų pradžioje;viename km²;17.8;Naudingasis plotas, tenkantis vienam gyventojui;m²;38.6;Vidutinis būsto dydis;m²;68.2;Neto migracija;asmenys;-380.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;12.2;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Panevėžio apskritis;Rokiškio r. sav.
2016;Nuolatinių gyventojų skaičius metų pradžioje;31454.0;Medianinis gyventojų amžius metų pradžioje;51.0;44.0;Gyventojų tankis metų pradžioje;viename km²;17.4;Naudingasis plotas, tenkantis vienam gyventojui;m²;39.9;Vidutinis būsto dydis;m²;68.3;Neto migracija;asmenys;-608.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;11.3;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Panevėžio apskritis;Rokiškio r. sav.
2017;Nuolatinių gyventojų skaičius metų pradžioje;30451.0;Medianinis gyventojų amžius metų pradžioje;51.0;45.0;Gyventojų tankis metų pradžioje;viename km²;16.9;Naudingasis plotas, tenkantis vienam gyventojui;m²;41.5;Vidutinis būsto dydis;m²;68.5;Neto migracija;asmenys;-571.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;11.6;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Panevėžio apskritis;Rokiškio r. sav.
2018;Nuolatinių gyventojų skaičius metų pradžioje;29472.0;Medianinis gyventojų amžius metų pradžioje;52.0;45.0;Gyventojų tankis metų pradžioje;viename km²;16.3;Naudingasis plotas, tenkantis vienam gyventojui;m²;42.6;Vidutinis būsto dydis;m²;68.5;Neto migracija;asmenys;-385.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;12.5;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Panevėžio apskritis;Rokiškio r. sav.
2001;Nuolatinių gyventojų skaičius metų pradžioje;30266.0;Medianinis gyventojų amžius metų pradžioje;39.0;33.0;Gyventojų tankis metų pradžioje;viename km²;35.9;Naudingasis plotas, tenkantis vienam gyventojui;m²;23.5;Vidutinis būsto dydis;m²;59.2;Neto migracija;asmenys;-198.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;23.8;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Šiaulių apskritis;Akmenės r. sav.
2002;Nuolatinių gyventojų skaičius metų pradžioje;29933.0;Medianinis gyventojų amžius metų pradžioje;39.0;33.0;Gyventojų tankis metų pradžioje;viename km²;35.5;Naudingasis plotas, tenkantis vienam gyventojui;m²;23.7;Vidutinis būsto dydis;m²;59.2;Neto migracija;asmenys;-237.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;22.0;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Šiaulių apskritis;Akmenės r. sav.
2003;Nuolatinių gyventojų skaičius metų pradžioje;29500.0;Medianinis gyventojų amžius metų pradžioje;40.0;34.0;Gyventojų tankis metų pradžioje;viename km²;35.0;Naudingasis plotas, tenkantis vienam gyventojui;m²;24.2;Vidutinis būsto dydis;m²;59.2;Neto migracija;asmenys;-399.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;19.3;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Šiaulių apskritis;Akmenės r. sav.
2004;Nuolatinių gyventojų skaičius metų pradžioje;28951.0;Medianinis gyventojų amžius metų pradžioje;41.0;34.0;Gyventojų tankis metų pradžioje;viename km²;34.3;Naudingasis plotas, tenkantis vienam gyventojui;m²;24.9;Vidutinis būsto dydis;m²;59.2;Neto migracija;asmenys;-535.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;16.7;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Šiaulių apskritis;Akmenės r. sav.
2005;Nuolatinių gyventojų skaičius metų pradžioje;28239.0;Medianinis gyventojų amžius metų pradžioje;41.0;35.0;Gyventojų tankis metų pradžioje;viename km²;33.5;Naudingasis plotas, tenkantis vienam gyventojui;m²;25.8;Vidutinis būsto dydis;m²;59.2;Neto migracija;asmenys;-679.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;13.0;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Šiaulių apskritis;Akmenės r. sav.
2006;Nuolatinių gyventojų skaičius metų pradžioje;27328.0;Medianinis gyventojų amžius metų pradžioje;42.0;35.0;Gyventojų tankis metų pradžioje;viename km²;32.4;Naudingasis plotas, tenkantis vienam gyventojui;m²;26.3;Vidutinis būsto dydis;m²;59.4;Neto migracija;asmenys;-455.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;9.4;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Šiaulių apskritis;Akmenės r. sav.
2007;Nuolatinių gyventojų skaičius metų pradžioje;26665.0;Medianinis gyventojų amžius metų pradžioje;43.0;35.0;Gyventojų tankis metų pradžioje;viename km²;31.6;Naudingasis plotas, tenkantis vienam gyventojui;m²;27.0;Vidutinis būsto dydis;m²;59.6;Neto migracija;asmenys;-447.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;6.7;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Šiaulių apskritis;Akmenės r. sav.
2008;Nuolatinių gyventojų skaičius metų pradžioje;25967.0;Medianinis gyventojų amžius metų pradžioje;43.0;35.0;Gyventojų tankis metų pradžioje;viename km²;30.8;Naudingasis plotas, tenkantis vienam gyventojui;m²;27.7;Vidutinis būsto dydis;m²;59.8;Neto migracija;asmenys;-499.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;7.4;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Šiaulių apskritis;Akmenės r. sav.
2009;Nuolatinių gyventojų skaičius metų pradžioje;25310.0;Medianinis gyventojų amžius metų pradžioje;44.0;36.0;Gyventojų tankis metų pradžioje;viename km²;30.0;Naudingasis plotas, tenkantis vienam gyventojui;m²;28.7;Vidutinis būsto dydis;m²;60.9;Neto migracija;asmenys;-662.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;15.2;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Šiaulių apskritis;Akmenės r. sav.
2010;Nuolatinių gyventojų skaičius metų pradžioje;24501.0;Medianinis gyventojų amžius metų pradžioje;45.0;37.0;Gyventojų tankis metų pradžioje;viename km²;29.0;Naudingasis plotas, tenkantis vienam gyventojui;m²;30.0;Vidutinis būsto dydis;m²;60.9;Neto migracija;asmenys;-874.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;20.5;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Šiaulių apskritis;Akmenės r. sav.
2011;Nuolatinių gyventojų skaičius metų pradžioje;23460.0;Medianinis gyventojų amžius metų pradžioje;47.0;40.0;Gyventojų tankis metų pradžioje;viename km²;27.8;Naudingasis plotas, tenkantis vienam gyventojui;m²;31.3;Vidutinis būsto dydis;m²;61.4;Neto migracija;asmenys;-518.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;17.5;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Šiaulių apskritis;Akmenės r. sav.
2012;Nuolatinių gyventojų skaičius metų pradžioje;22796.0;Medianinis gyventojų amžius metų pradžioje;48.0;41.0;Gyventojų tankis metų pradžioje;viename km²;27.0;Naudingasis plotas, tenkantis vienam gyventojui;m²;32.1;Vidutinis būsto dydis;m²;61.4;Neto migracija;asmenys;-393.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;16.2;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Šiaulių apskritis;Akmenės r. sav.
2013;Nuolatinių gyventojų skaičius metų pradžioje;22210.0;Medianinis gyventojų amžius metų pradžioje;49.0;41.0;Gyventojų tankis metų pradžioje;viename km²;26.3;Naudingasis plotas, tenkantis vienam gyventojui;m²;32.9;Vidutinis būsto dydis;m²;61.4;Neto migracija;asmenys;-361.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;16.4;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Šiaulių apskritis;Akmenės r. sav.
2014;Nuolatinių gyventojų skaičius metų pradžioje;21677.0;Medianinis gyventojų amžius metų pradžioje;49.0;42.0;Gyventojų tankis metų pradžioje;viename km²;25.7;Naudingasis plotas, tenkantis vienam gyventojui;m²;33.9;Vidutinis būsto dydis;m²;62.4;Neto migracija;asmenys;-204.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;14.5;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Šiaulių apskritis;Akmenės r. sav.
2015;Nuolatinių gyventojų skaičius metų pradžioje;21332.0;Medianinis gyventojų amžius metų pradžioje;50.0;42.0;Gyventojų tankis metų pradžioje;viename km²;25.3;Naudingasis plotas, tenkantis vienam gyventojui;m²;34.8;Vidutinis būsto dydis;m²;62.4;Neto migracija;asmenys;-335.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;13.7;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Šiaulių apskritis;Akmenės r. sav.
2016;Nuolatinių gyventojų skaičius metų pradžioje;20824.0;Medianinis gyventojų amžius metų pradžioje;50.0;43.0;Gyventojų tankis metų pradžioje;viename km²;24.7;Naudingasis plotas, tenkantis vienam gyventojui;m²;35.9;Vidutinis būsto dydis;m²;62.4;Neto migracija;asmenys;-454.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;13.6;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Šiaulių apskritis;Akmenės r. sav.
2017;Nuolatinių gyventojų skaičius metų pradžioje;20210.0;Medianinis gyventojų amžius metų pradžioje;51.0;44.0;Gyventojų tankis metų pradžioje;viename km²;23.9;Naudingasis plotas, tenkantis vienam gyventojui;m²;37.1;Vidutinis būsto dydis;m²;62.7;Neto migracija;asmenys;-426.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;12.3;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Šiaulių apskritis;Akmenės r. sav.
2018;Nuolatinių gyventojų skaičius metų pradžioje;19606.0;Medianinis gyventojų amžius metų pradžioje;52.0;44.0;Gyventojų tankis metų pradžioje;viename km²;23.2;Naudingasis plotas, tenkantis vienam gyventojui;m²;38.0;Vidutinis būsto dydis;m²;62.7;Neto migracija;asmenys;-258.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;12.5;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Šiaulių apskritis;Akmenės r. sav.
2001;Nuolatinių gyventojų skaičius metų pradžioje;31940.0;Medianinis gyventojų amžius metų pradžioje;38.0;33.0;Gyventojų tankis metų pradžioje;viename km²;27.7;Naudingasis plotas, tenkantis vienam gyventojui;m²;24.7;Vidutinis būsto dydis;m²;66.0;Neto migracija;asmenys;-163.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;18.2;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Šiaulių apskritis;Joniškio r. sav.
2002;Nuolatinių gyventojų skaičius metų pradžioje;31656.0;Medianinis gyventojų amžius metų pradžioje;38.0;33.0;Gyventojų tankis metų pradžioje;viename km²;27.5;Naudingasis plotas, tenkantis vienam gyventojui;m²;24.8;Vidutinis būsto dydis;m²;66.0;Neto migracija;asmenys;-181.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;15.9;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Šiaulių apskritis;Joniškio r. sav.
2003;Nuolatinių gyventojų skaičius metų pradžioje;31367.0;Medianinis gyventojų amžius metų pradžioje;39.0;34.0;Gyventojų tankis metų pradžioje;viename km²;27.2;Naudingasis plotas, tenkantis vienam gyventojui;m²;24.9;Vidutinis būsto dydis;m²;66.0;Neto migracija;asmenys;-268.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;12.3;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Šiaulių apskritis;Joniškio r. sav.
2004;Nuolatinių gyventojų skaičius metų pradžioje;31012.0;Medianinis gyventojų amžius metų pradžioje;39.0;34.0;Gyventojų tankis metų pradžioje;viename km²;26.9;Naudingasis plotas, tenkantis vienam gyventojui;m²;25.3;Vidutinis būsto dydis;m²;66.0;Neto migracija;asmenys;-396.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;12.6;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Šiaulių apskritis;Joniškio r. sav.
2005;Nuolatinių gyventojų skaičius metų pradžioje;30536.0;Medianinis gyventojų amžius metų pradžioje;40.0;35.0;Gyventojų tankis metų pradžioje;viename km²;26.5;Naudingasis plotas, tenkantis vienam gyventojui;m²;26.0;Vidutinis būsto dydis;m²;66.0;Neto migracija;asmenys;-617.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;10.2;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Šiaulių apskritis;Joniškio r. sav.
2006;Nuolatinių gyventojų skaičius metų pradžioje;29746.0;Medianinis gyventojų amžius metų pradžioje;41.0;36.0;Gyventojų tankis metų pradžioje;viename km²;25.8;Naudingasis plotas, tenkantis vienam gyventojui;m²;26.7;Vidutinis būsto dydis;m²;66.1;Neto migracija;asmenys;-447.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;7.5;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Šiaulių apskritis;Joniškio r. sav.
